,,ref_size,ref_size,ref_size,ref_size,ref_size,unified_size,unified_size,unified_size,unified_size,unified_size
algo,,dal,dsb,ll,mcsplit,rl,dal,dsb,ll,mcsplit,rl
instance_a,instance_b,,,,,,,,,,
003.txt,144.txt,160.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,145.txt,111.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
003.txt,146.txt,365.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,147.txt,232.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,148.txt,159.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
003.txt,149.txt,281.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,151.txt,945.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,152.txt,397.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,153.txt,487.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,156.txt,34.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
003.txt,157.txt,163.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
003.txt,158.txt,163.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
003.txt,159.txt,163.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
003.txt,160.txt,158.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,161.txt,797.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,162.txt,281.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,163.txt,101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,164.txt,193.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,165.txt,203.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,166.txt,88.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
003.txt,167.txt,51.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,168.txt,39.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
003.txt,169.txt,150.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,170.txt,57.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,171.txt,150.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,172.txt,240.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,173.txt,152.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,176.txt,244.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,177.txt,276.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
003.txt,192.txt,67.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
003.txt,196.txt,59.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
004.txt,007.txt,402.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,008.txt,4718.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,009.txt,115.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,010.txt,281.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,011.txt,109.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,012.txt,5655.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
004.txt,013.txt,213.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,014.txt,829.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,015.txt,2770.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,017.txt,1847.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,018.txt,5173.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,019.txt,1693.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,021.txt,180.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,022.txt,121.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,023.txt,164.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,025.txt,549.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
004.txt,026.txt,64.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,027.txt,158.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
004.txt,028.txt,139.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,029.txt,953.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
004.txt,030.txt,169.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,031.txt,207.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
004.txt,032.txt,243.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,033.txt,334.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,034.txt,11529.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
004.txt,035.txt,35311.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,037.txt,205.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0
004.txt,038.txt,103.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,041.txt,2866.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,042.txt,192.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,044.txt,9936.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
004.txt,045.txt,77.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
004.txt,046.txt,927.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,048.txt,340.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,049.txt,1276.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,051.txt,415.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,053.txt,4991.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,055.txt,207.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,056.txt,414.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,057.txt,108.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,058.txt,533.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,059.txt,4080.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
004.txt,061.txt,314.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,062.txt,57.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
004.txt,063.txt,87167.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
004.txt,064.txt,347.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,065.txt,1184.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,066.txt,625.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,067.txt,79.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,068.txt,118.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,069.txt,189.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,070.txt,492.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,071.txt,212.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,072.txt,5292.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,073.txt,295.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,074.txt,421.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,075.txt,116.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,077.txt,758.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,078.txt,295.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,079.txt,155.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
004.txt,080.txt,90.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,081.txt,372.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,082.txt,90.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,083.txt,421.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,084.txt,78.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,085.txt,106.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,086.txt,156.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,087.txt,299.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,088.txt,1404.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,089.txt,284.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,090.txt,226.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,091.txt,190.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,092.txt,200.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
004.txt,093.txt,458.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,094.txt,435.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,095.txt,308.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,096.txt,312.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,097.txt,312.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,099.txt,20935.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
004.txt,100.txt,626.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
004.txt,101.txt,3226.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
004.txt,102.txt,114.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,103.txt,176.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,105.txt,919.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,106.txt,325.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,107.txt,165.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,108.txt,3533.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
004.txt,109.txt,575.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,111.txt,144.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,112.txt,86.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,116.txt,117.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,120.txt,645.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
004.txt,121.txt,337.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,122.txt,126.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,123.txt,126.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,125.txt,8404.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
004.txt,126.txt,74.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,137.txt,185.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,139.txt,195.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,140.txt,195.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,143.txt,77.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,144.txt,242.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,145.txt,518.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
004.txt,146.txt,413.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,147.txt,194.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,148.txt,3859.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
004.txt,149.txt,275.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,151.txt,1446.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,152.txt,529.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,153.txt,656.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,156.txt,39.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
004.txt,157.txt,164.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
004.txt,158.txt,164.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
004.txt,159.txt,164.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
004.txt,160.txt,577.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,161.txt,810.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,162.txt,278.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,163.txt,103.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,164.txt,259.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,165.txt,203.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,166.txt,276.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
004.txt,167.txt,47.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,168.txt,3906.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
004.txt,169.txt,274.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,170.txt,92.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,171.txt,293.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,172.txt,243.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,173.txt,142.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,176.txt,247.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,177.txt,277.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
004.txt,192.txt,93.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
004.txt,196.txt,97.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
007.txt,008.txt,337.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
007.txt,010.txt,9801.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
007.txt,011.txt,5592246961.0,,,,,37.0,,,,36.0
007.txt,012.txt,10303.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
007.txt,014.txt,62881.0,,,,,41.0,,,,
007.txt,015.txt,1573221159.0,36.0,36.0,36.0,36.0,39.0,36.0,36.0,36.0,36.0
007.txt,017.txt,9927115.0,,,,,27.0,26.0,26.0,26.0,26.0
007.txt,019.txt,478442637.0,,,,,42.0,,,,
007.txt,021.txt,705190747.0,,,,,30.0,30.0,30.0,30.0,30.0
007.txt,022.txt,181895945.0,,,,,31.0,31.0,31.0,31.0,31.0
007.txt,023.txt,1798183416.0,,,,,28.0,28.0,28.0,28.0,28.0
007.txt,025.txt,590.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
007.txt,026.txt,788572.0,21.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,21.0
007.txt,027.txt,581.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
007.txt,029.txt,2266.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
007.txt,030.txt,2253356645.0,,,,,37.0,,,,
007.txt,031.txt,592.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
007.txt,032.txt,45205863.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0
007.txt,033.txt,437010839.0,37.0,37.0,37.0,37.0,40.0,37.0,37.0,37.0,37.0
007.txt,034.txt,58000.0,,,,,26.0,25.0,25.0,25.0,25.0
007.txt,035.txt,1134913.0,,,,,22.0,20.0,20.0,20.0,20.0
007.txt,037.txt,102375.0,20.0,,20.0,20.0,22.0,20.0,20.0,20.0,20.0
007.txt,038.txt,1169122085.0,,,,,28.0,,27.0,,27.0
007.txt,041.txt,18311850.0,,,,,21.0,21.0,21.0,21.0,21.0
007.txt,042.txt,2699795357.0,,36.0,36.0,36.0,38.0,36.0,36.0,36.0,36.0
007.txt,044.txt,510.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
007.txt,045.txt,163.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
007.txt,046.txt,17538274.0,,,,,24.0,23.0,23.0,23.0,23.0
007.txt,049.txt,79671.0,,,,,42.0,,,,
007.txt,053.txt,930.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
007.txt,055.txt,682558986.0,,35.0,,,37.0,35.0,35.0,35.0,
007.txt,057.txt,1598.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
007.txt,058.txt,18640.0,15.0,,15.0,15.0,15.0,15.0,15.0,15.0,15.0
007.txt,059.txt,584.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
007.txt,061.txt,4936810765.0,,40.0,40.0,40.0,40.0,,40.0,40.0,40.0
007.txt,062.txt,520.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
007.txt,063.txt,173685.0,21.0,,21.0,21.0,21.0,21.0,21.0,21.0,21.0
007.txt,065.txt,83663.0,,,,,23.0,20.0,20.0,20.0,20.0
007.txt,066.txt,7574809.0,,,,,17.0,17.0,17.0,17.0,17.0
007.txt,067.txt,585281.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
007.txt,068.txt,95590.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
007.txt,069.txt,594898.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
007.txt,071.txt,1001002533.0,,,,,31.0,31.0,31.0,31.0,31.0
007.txt,072.txt,28351.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
007.txt,073.txt,18434054.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,074.txt,333666486.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,075.txt,6870079.0,,,,,22.0,21.0,21.0,21.0,21.0
007.txt,077.txt,10150.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
007.txt,078.txt,18434054.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,079.txt,239.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
007.txt,080.txt,769687.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
007.txt,082.txt,769687.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
007.txt,083.txt,333666486.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,084.txt,1077754.0,,,17.0,,18.0,17.0,17.0,17.0,17.0
007.txt,087.txt,29956112.0,38.0,38.0,38.0,38.0,41.0,38.0,38.0,38.0,38.0
007.txt,088.txt,620565.0,,,,,41.0,,,,
007.txt,089.txt,398756120.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,090.txt,1431555122.0,,,,,37.0,,,,
007.txt,091.txt,1959337403.0,,,,,32.0,30.0,30.0,30.0,30.0
007.txt,092.txt,2342.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
007.txt,093.txt,1063331862.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,094.txt,107170321.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,095.txt,112572770.0,39.0,39.0,39.0,39.0,41.0,39.0,39.0,39.0,39.0
007.txt,096.txt,52992.0,39.0,39.0,39.0,39.0,41.0,39.0,39.0,39.0,39.0
007.txt,097.txt,52992.0,39.0,39.0,39.0,39.0,41.0,39.0,39.0,39.0,39.0
007.txt,099.txt,48070.0,,,,,19.0,16.0,16.0,16.0,16.0
007.txt,100.txt,473552.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
007.txt,101.txt,551.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
007.txt,106.txt,4593527835.0,,,,,40.0,38.0,38.0,38.0,38.0
007.txt,108.txt,180240.0,,,,,22.0,20.0,20.0,20.0,20.0
007.txt,109.txt,9130.0,,,,,41.0,,,,
007.txt,111.txt,95219169.0,,,,,26.0,25.0,25.0,25.0,25.0
007.txt,112.txt,1076890.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
007.txt,116.txt,1454101.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
007.txt,120.txt,2165.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
007.txt,121.txt,88493.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
007.txt,125.txt,238.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
007.txt,126.txt,31446345.0,,,,,26.0,25.0,25.0,25.0,25.0
007.txt,137.txt,1366904688.0,37.0,37.0,37.0,37.0,38.0,37.0,37.0,37.0,37.0
007.txt,143.txt,515157530.0,,,,,31.0,30.0,30.0,30.0,30.0
007.txt,144.txt,193420973.0,39.0,39.0,39.0,39.0,41.0,39.0,39.0,39.0,39.0
007.txt,145.txt,3705.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
007.txt,146.txt,862597742.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,148.txt,1112.0,,,,,15.0,13.0,13.0,13.0,13.0
007.txt,149.txt,4078819.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,151.txt,32484.0,,,,,41.0,,,,
007.txt,153.txt,26055.0,,,,,41.0,,,,
007.txt,156.txt,62.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
007.txt,157.txt,98.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
007.txt,158.txt,98.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
007.txt,159.txt,98.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
007.txt,160.txt,1122278.0,37.0,37.0,37.0,37.0,40.0,37.0,37.0,37.0,37.0
007.txt,161.txt,320577961.0,,40.0,,40.0,41.0,,40.0,,40.0
007.txt,164.txt,210449914.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0
007.txt,165.txt,298997.0,,40.0,,40.0,41.0,,40.0,,40.0
007.txt,166.txt,102.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
007.txt,167.txt,21024.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
007.txt,168.txt,585.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
007.txt,170.txt,664537.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
007.txt,171.txt,113237357.0,,,,,30.0,30.0,30.0,30.0,30.0
007.txt,172.txt,2152506993.0,,37.0,,37.0,38.0,,37.0,,37.0
007.txt,173.txt,42888794.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0
007.txt,176.txt,4797783542.0,37.0,37.0,37.0,37.0,39.0,37.0,37.0,37.0,37.0
007.txt,177.txt,4457619569.0,38.0,38.0,38.0,38.0,39.0,38.0,38.0,38.0,38.0
007.txt,192.txt,98854467.0,,,,,24.0,23.0,23.0,23.0,23.0
007.txt,196.txt,5500386.0,,,,,21.0,19.0,19.0,19.0,19.0
008.txt,009.txt,1926.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
008.txt,010.txt,10166.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
008.txt,011.txt,997.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
008.txt,012.txt,5461.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,13.0
008.txt,013.txt,423.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
008.txt,014.txt,384234.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
008.txt,015.txt,249.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
008.txt,017.txt,1404.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
008.txt,018.txt,5800253.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
008.txt,019.txt,5982.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
008.txt,021.txt,793.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
008.txt,022.txt,223.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
008.txt,023.txt,3061.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
008.txt,025.txt,970.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
008.txt,026.txt,873.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
008.txt,027.txt,153.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
008.txt,028.txt,4205.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
